Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
37,35,118,44,exp,199,121,136,116,777,Every,sight,seemed picture-perfect,"in Cairo,",so I had some deciding to do.,0,EXT-EM,EM,EXT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,4530,seemed,picture-perfect,NA,NQ
37,35,119,67,fill,224,347,133,192,237,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",3554,NA,NA,1184,1
37,35,120,9,exp,296,178,203,166,1067,Every,view,looked breathtaking,"in Slovenia,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,4223,looked,breathtaking,NA,NQ
2,31,1,111,fill,857.5,681.3000000000001,726.4000000000001,599.5,1248.3999999999999,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",3060.1,NA,NA,NA,NQ
2,31,2,101,fill,693.6,506,589.1999999999999,613.1,780,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",1745.7,NA,NA,2377.7,1
2,31,3,56,exp,961.6,596.4000000000001,732.5,2085.5,14755,Every,statue,seemed famous,"in New York,",so I decided to go there.,0,EXT-EM,EM,EXT,I was on a website trying to find famous statues to visit in New York and other cities.,2539.2000000000003,seemed,famous,NA,NQ
2,31,4,49,exp,849.8,857.9,809.3000000000001,1700,1805.9,Every,fountain,looked impressive,"in Canada,",so I had some deciding to do.,1,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,3270.4,looked,impressive,4038.0000000000005,1
2,31,5,30,exp,1100.6,1351.1,897,939.6999999999999,883.4,Every,square,in Florence,"seemed busy,",so I knew just where to go.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,215419.4,seemed,busy,NA,NQ
2,31,6,29,exp,840.7,574.5,641,481.1,1314.3,Every,shop,looked trendy,"in Argentina,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for trendy shops to enjoy in Hungary and other countries.,5733.6,looked,trendy,NA,NQ
2,31,7,86,fill,834.3000000000001,675.6,597.3000000000001,743.6,824.9,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2106.3999999999996,NA,NA,2967.2999999999997,1
2,31,8,23,exp,898.3,479.1,662.8,683.4,1104.7,Every,cruise,in Norway,"looked idyllic,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was reading a blog to get some ideas for idyllic cruises to try out in Finland and other countries.,3106.3,looked,idyllic,NA,NQ
2,31,9,87,fill,726.9,614.3,1079.2,3334.9,1034.3,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",2347.2,NA,NA,2450.8999999999996,1
2,31,10,46,exp,829.8,451.29999999999995,604.4000000000001,486.8,664.9000000000001,Every,theatre,in Berlin,"seemed historic,",so I decided to go there.,0,INT-EM,EM,INT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,5295.5,seemed,historic,NA,NQ
2,31,11,74,fill,746.9,660.8000000000001,572.1,634.1,1026.1,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",2074.1,NA,NA,NA,NQ
2,31,12,115,fill,919.9000000000001,762.3,977.1999999999999,767.1,1005.5000000000001,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",3057.7999999999997,NA,NA,NA,NQ
2,31,13,47,exp,840.7,573.6999999999999,617.1,808.9,1056.3,Every,chalet,in Turkey,"looked pleasant,",so I booked straightaway.,1,INT-NEM,NEM,INT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,6682.9,looked,pleasant,4040.6000000000004,1
2,31,14,89,fill,1457.4,737.1999999999999,751.3,632.1,905.4,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",81387.90000000001,NA,NA,NA,NQ
2,31,15,7,exp,726.9,604.9,478.5,644.9,855.1999999999999,Every,museum,in Japan,"looked cool,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find cool museums to visit in Portugal and other countries.,5091.2,looked,cool,NA,NQ
2,31,16,118,fill,664.5,542,637.1,995.8000000000001,829.2,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",2212.8,NA,NA,NA,NQ
2,31,17,76,fill,626.5,513.7,505.2,619,830.2,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",2188.8,NA,NA,2396.1,1
2,31,18,43,exp,866,476.4,1012.5999999999999,616.9,904.2,Every,delicacy,in Mexico,"looked tasty,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find tasty delicacies to try out in Venezuela and other countries.,2733.2999999999997,looked,tasty,NA,NQ
2,31,19,2,exp,840.6,582.5,465,637.1,657.5999999999999,Every,hostel,in London,"seemed quirky,",so I booked straightaway.,1,INT-EM,EM,INT,I was on a website trying to find quirky hostels to stay at in London and other cities.,12237.7,seemed,quirky,4453,1
2,31,20,18,exp,830.3000000000001,487.9,483.20000000000005,655.1,913.6999999999999,Every,café,in Glasgow,"seemed cute,",so there was plenty of choice.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,3712.2999999999997,seemed,cute,NA,NQ
2,31,21,67,fill,694.8,465.6,444.6,631.1,676.6,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",1894.2,NA,NA,4148.5,1
2,31,22,14,exp,860.8,578.8,491.9,529.9000000000001,477.8,Every,tour,in Budapest,"seemed relaxing,",so I had some deciding to do.,1,INT-EM,EM,INT,I was on a website trying to find relaxing tours to enjoy in Budapest and other cities.,35832.6,seemed,relaxing,2213.6,1
2,31,23,68,fill,741.6,473.3,579.3000000000001,610,979.4000000000001,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2359.5,NA,NA,NA,NQ
2,31,24,33,exp,1005.8000000000001,690,546.5,1174.6000000000001,4512.2,Every,zoo,looked responsible,"in Sweden,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,15213.699999999999,looked,responsible,NA,NQ
2,31,25,53,exp,835.6,552.5,715.3000000000001,624.4,905.5,Every,rollercoaster,looked thrilling,"in Austria,",so there was plenty of choice.,1,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for thrilling rollercoasters to try out in Belgium and other countries.,2308.9,looked,thrilling,5409.5,1
2,31,26,20,exp,877.9,467,509,620,2211.2,Every,church,seemed ornate,"in Belfast,",so I knew just where to go.,1,EXT-EM,EM,EXT,I was on a website trying to find ornate churches to explore in Belfast and other cities.,15759.5,seemed,ornate,2612.1,1
2,31,27,36,exp,873.7,471.3,385.90000000000003,542.5,851.7,Every,place,seemed awesome,"in Los Angeles,",so I decided to go there.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,3759.9,seemed,awesome,NA,NQ
2,31,28,34,exp,968.0999999999999,354,369.40000000000003,364.3,704.3000000000001,Every,excursion,in Bucharest,"seemed unique,",so I had some deciding to do.,0,INT-EM,EM,INT,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,2123.2000000000003,seemed,unique,NA,NQ
2,31,29,57,exp,771.8000000000001,483.9,557.6,647.5999999999999,1081.8000000000002,Every,farm,looked eco-friendly,"in Thailand,",so I booked straightaway.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,8024.699999999999,looked,eco-friendly,NA,NQ
2,31,30,40,exp,731.1,342.6,361.5,347.9,274.4,Every,garden,seemed colourful,"in Zagreb,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was on a travel app researching colourful gardens to explore in Zagreb and other cities.,2965.7,seemed,colourful,NA,NQ
2,31,31,114,fill,690.1,765.8000000000001,542.6,629.5,1023.8000000000001,I bought food from,the oldest,market,"Morocco,",so I made some nice memories.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",2170.2,NA,NA,2768.4,1
2,31,32,81,fill,759.1999999999999,532.4,619.5,653.5999999999999,1051,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",3153.7999999999997,NA,NA,NA,NQ
2,31,33,97,fill,873.9,374.3,614.7,624.4,2080.1,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",3597.4,NA,NA,NA,NQ
2,31,34,32,exp,997.4,488.9,526.8000000000001,638,880.9,Every,apartment,seemed wonderful,"in Madrid,",so I booked straightaway.,1,EXT-EM,EM,EXT,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,3786.2,seemed,wonderful,4110.5,1
2,31,35,48,exp,748.1,468,409.2,651.2,1011.2,Every,castle,seemed well-maintained,"in Istanbul,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for well-maintained castles to try out in Istanbul and other cities.,5986,seemed,well-maintained,NA,NQ
2,31,36,45,exp,729.4000000000001,511.29999999999995,392.1,668.4,1129.8999999999999,Every,lighthouse,looked magnificent,"in Denmark,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for magnificent lighthouses to explore in Mexico and other countries.,5123.5999999999995,looked,magnificent,NA,NQ
2,31,37,12,exp,1143.6,473.8,530.9000000000001,660.6999999999999,926.4,Every,B&B,seemed cheap,"in Cardiff,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for cheap B&Bs to stay at in Cardiff and other cities.,77047.1,seemed,cheap,NA,NQ
2,31,38,65,fill,390.90000000000003,790,478.4,496.7,873.1,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",1893.7,NA,NA,NA,NQ
2,31,39,116,fill,722,666.3,589.3000000000001,641.5,1007.9,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",2463.2000000000003,NA,NA,NA,NQ
2,31,40,117,fill,709.8,538.4,613.1999999999999,773.7,1070.4,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",3756.7,NA,NA,NA,NQ
2,31,41,13,exp,925.9,508.4,601.1999999999999,667.6999999999999,821.5,Every,campsite,looked picturesque,"in Peru,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find picturesque campsites to try out in Germany and other countries.,6927.2,looked,picturesque,NA,NQ
2,31,42,10,exp,789.4,634.4,542.1,729,781.5,Every,canal,in Gloucester,"seemed lovely,",so I knew just where to go.,0,INT-EM,EM,INT,I was on a travel app researching lovely canals to explore in Gloucester and other cities.,2255.3999999999996,seemed,lovely,NA,NQ
2,31,43,82,fill,723.1999999999999,537.6,564.1,520.5,895.5999999999999,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",2590.5,NA,NA,1864.5,1
2,31,44,113,fill,578.3000000000001,776.8000000000001,631.7,510.8,752.8000000000001,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",2131.7,NA,NA,NA,NQ
2,31,45,110,fill,875.8000000000001,601.1,658.1,707.7,715.7,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",168651.3,NA,NA,2804.8,1
2,31,46,91,fill,689.5,421.8,525.5999999999999,524.5999999999999,1019.0999999999999,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",1840.9,NA,NA,2482,1
2,31,47,38,exp,787.5,470.3,502.8,391.1,548.4,Every,pub,in Perth,"seemed cosy,",so there was plenty of choice.,1,INT-EM,EM,INT,I was on a website trying to find cosy pubs to try out in Perth and other cities.,2577.2,seemed,cosy,4217.4,1
2,31,48,96,fill,846.1999999999999,726.3,615.5,525,957.5,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",2775.9,NA,NA,2965.3,1
2,31,49,42,exp,775.1,475.4,529.9000000000001,574.2,1211.9,Every,barge,in Krakow,"seemed spacious,",so I booked straightaway.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,3810.9,seemed,spacious,NA,NQ
2,31,50,8,exp,751.7,504.09999999999997,601.1,673.9000000000001,569,Every,hotel,seemed luxurious,"in Rome,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,157499.5,seemed,luxurious,NA,NQ
2,31,51,77,fill,560.1,542.1,506.2,556,694.2,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1808.2,NA,NA,NA,NQ
2,31,52,99,fill,615.7,638.8000000000001,661.8000000000001,566.2,931.1,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2248,NA,NA,2361.5,1
2,31,53,70,fill,639.2,555.2,551.6,517.5999999999999,1168.8,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2171.2,NA,NA,NA,NQ
2,31,54,1,exp,680.1,503,245,374.40000000000003,550,Every,beach,looked beautiful,"in Italy,",so I decided to go there.,1,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,14705.6,looked,beautiful,2442.7,1
2,31,55,58,exp,610.7,373,496.2,305.70000000000005,839,Every,bistro,in Leeds,"seemed popular,",so there was plenty of choice.,0,INT-EM,EM,INT,I was on a travel app researching popular bistros to try out in Leeds and other cities.,2163,seemed,popular,NA,NQ
