Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
39,24,33,39,exp,608.8,418.6,481.8,605.1999999999999,890.8000000000001,Every,lake,looked pristine,"except those in Australia,",so I didn't know what to do.,1,MEN,app,on the app,country,in Australia,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,1880.7,looked,PST-MEN,PST,except those in Australia,1720,1
39,24,34,1,exp,493.3,377,440.90000000000003,485.59999999999997,532.9000000000001,Every,beach,looked beautiful,"except those in the brochure,",so I needed to do more research.,1,MAX,brochure,in the brochure,country,in Spain,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,3566.7,looked,PST-MAX,PST,except those in the brochure,1658.7,1
39,24,35,56,exp,419.59999999999997,380.59999999999997,494.2,440.5,565.6,Every,statue,except those in the brochure,"seemed famous,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in New York,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,4944.4,seemed,PRE-MAX,PRE,except those in the brochure,1398.8,1
39,24,36,120,fill,462.9,380.09999999999997,478.2,456.2,789.2,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,1,FILL,country,in Cape Town,city,in South Africa,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3329.2999999999997,NA,FILL,FILL,FILL,1662.4,1
39,24,37,38,exp,489.5,373.90000000000003,486.5,498.5,1628.7,Every,pub,except those in Perth,"seemed cosy,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Perth,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,4175.0999999999995,seemed,PRE-MEN,PRE,except those in Perth,4258.4,1
39,24,38,49,exp,478.1,404.6,420.59999999999997,418.8,561.2,Every,fountain,looked impressive,"except those on the app,",so I didn't know what to do.,1,MAX,app,on the app,country,in Turkey,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,4157.3,looked,PST-MAX,PST,except those on the app,1569.1,1
39,24,39,42,exp,376.8,387.29999999999995,370.09999999999997,404.6,441.3,Every,barge,except those in Krakow,"seemed spacious,",so I didn't know what to do.,1,MEN,website,on the website,city,in Krakow,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,13766.1,seemed,PRE-MEN,PRE,except those in Krakow,1544.8,1
39,24,40,92,fill,384.79999999999995,351.7,352.3,400.6,559.6999999999999,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,1,FILL,country,in Nice,city,in France,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2067.5,NA,FILL,FILL,FILL,1192.6000000000001,1
39,24,41,76,fill,421.9,453.6,483,431.3,510.4,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,city,in Brazil,country,in São Paulo,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",3819.3,NA,FILL,FILL,FILL,1573.5,1
39,24,42,95,fill,481.8,399.6,833.2,473.7,565.1,I went to,the very first,pub,"in England,",so I made some nice memories.,1,FILL,country,in Lancaster,city,in England,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",2578.8,NA,FILL,FILL,FILL,1608.7,1
39,24,43,24,exp,587.2,436.2,529.2,491.5,439,Every,getaway,except those on the app,"seemed romantic,",so I didn't know what to do.,1,MAX,app,on the app,city,in Amsterdam,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,2792.6000000000004,seemed,PRE-MAX,PRE,except those on the app,1660.9,1
39,24,44,28,exp,376.40000000000003,371.40000000000003,371.90000000000003,388.79999999999995,483.70000000000005,Every,eatery,except those in the vlog,"seemed funky,",so I had some deciding to do.,1,MAX,vlog,in the vlog,city,in Warsaw,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,9547.9,seemed,PRE-MAX,PRE,except those in the vlog,1560.4,1
39,24,45,14,exp,420.20000000000005,322.5,436.8,531,510.29999999999995,Every,tour,except those in Budapest,"seemed relaxing,",so I needed to do more research.,1,MEN,app,on the app,city,in Budapest,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,8718.1,seemed,PRE-MEN,PRE,except those in Budapest,1312.4,1
39,24,46,2,exp,468.3,380.7,811.8,602.3,1009.7,Every,hostel,except those in London,"seemed quirky,",so I had some deciding to do.,1,MEN,website,on the website,city,in London,I was on a website trying to find quirky hostels to stay at in London and other cities.,4846.4,seemed,PRE-MEN,PRE,except those in London,2353.6000000000004,1
39,24,47,30,exp,420.20000000000005,364.9,331.7,449.40000000000003,540.5,Every,square,except those in Florence,"seemed busy,",so I needed to do more research.,1,MEN,blog,in the blog,city,in Florence,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,4628.5999999999995,seemed,PRE-MEN,PRE,except those in Florence,1436.1999999999998,1
39,24,48,68,fill,384.90000000000003,417.3,479.8,428.3,568.8,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,1,FILL,city,in The Netherlands,country,in Rotterdam,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",5060.9000000000005,NA,FILL,FILL,FILL,1754.6999999999998,1
39,24,49,80,fill,370.5,387.6,387.90000000000003,483.59999999999997,528.2,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,1,FILL,city,in Colombia,country,in Bogotá,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",2171,NA,FILL,FILL,FILL,1523.9,1
39,24,50,40,exp,372.40000000000003,389.1,549,462.8,522.9,Every,garden,except those in the blog,"seemed colourful,",so I needed to do more research.,1,MAX,blog,in the blog,city,in Zagreb,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,5750.5,seemed,PRE-MAX,PRE,except those in the blog,1468.5,1
39,24,51,100,fill,438,421.4,1171.8,916.1,591.3000000000001,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,1,FILL,country,in Lapland,city,in Finland,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2840.6,NA,FILL,FILL,FILL,1505.3000000000002,1
39,24,52,105,fill,585.2,528.3,442.09999999999997,504,514.3,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,country,in Gothenburg,city,in Sweden,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",2836.7,NA,FILL,FILL,FILL,1492.5,1
39,24,53,108,fill,423.5,455,548.3,461.8,511.6000000000001,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,1,FILL,country,in Zürich,city,in Switzerland,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",2990.2000000000003,NA,FILL,FILL,FILL,1677.4,1
39,24,54,6,exp,411.2,394.8,345.4,395.2,666.2,Every,monument,except those in Edinburgh,"seemed interesting,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Edinburgh,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,10109.7,seemed,PRE-MEN,PRE,except those in Edinburgh,1863.8999999999999,1
39,24,55,61,fill,529.1,427.9,329.7,508,503.70000000000005,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",2816.2,NA,FILL,FILL,FILL,1611.3999999999999,1
39,24,56,48,exp,568.1,657.4,630.9,524.3,582.8,Every,castle,except those in the vlog,"seemed well-maintained,",so I needed to do more research.,1,MAX,vlog,in the vlog,city,in Istanbul,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,3774.9,seemed,PRE-MAX,PRE,except those in the vlog,1593.2,1
39,24,57,119,fill,533.5999999999999,410.6,441.3,518.5999999999999,417.1,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,1,FILL,country,in Debrecen,city,in Hungary,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",3934.8999999999996,NA,FILL,FILL,FILL,1359,1
39,24,58,18,exp,468,561.6,584.2,561.6999999999999,889.3,Every,café,except those in Glasgow,"seemed cute,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Glasgow,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,3200.7,seemed,PRE-MEN,PRE,except those in Glasgow,1406.3000000000002,1
39,24,59,72,fill,382.1,350,367,495.8,602.6,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,city,in Canada,country,in Vancouver,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",1944.5,NA,FILL,FILL,FILL,1259.2,1
39,24,60,79,fill,403.3,418.3,497.3,478.2,745.1,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,city,in Greece,country,in Athens,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",1866.7,NA,FILL,FILL,FILL,1206.7,1
39,24,61,115,fill,706.2,535.3,752.7,657.9000000000001,615.6,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,1,FILL,country,in Antalya,city,in Turkey,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",2100.5,NA,FILL,FILL,FILL,1308.8,1
39,24,62,23,exp,541.3,487.5,419.3,530.9000000000001,477.7,Every,cruise,looked idyllic,"except those in Finland,",so I had some deciding to do.,1,MEN,vlog,in the vlog,country,in Finland,I was watching a vlog for inspiration for idyllic cruises to try out in Finland and other countries.,3444.5,looked,PST-MEN,PST,except those in Finland,1689.8,1
39,24,63,71,fill,496.59999999999997,478.1,489.09999999999997,501.09999999999997,560.5,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,city,in China,country,in Shanghai,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",2831.9,NA,FILL,FILL,FILL,1329.1,1
39,24,64,102,fill,372.7,388.6,435.7,417.8,384,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,1,FILL,country,in Ottawa,city,in Canada,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",2772.2000000000003,NA,FILL,FILL,FILL,1667,1
39,24,65,16,exp,568.4,418.3,514.5,715.8,781.3,Every,gallery,except those in the brochure,"seemed high-end,",so I didn't know what to do.,1,MAX,brochure,in the brochure,city,in Venice,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,5161.3,seemed,PRE-MAX,PRE,except those in the brochure,1640.9,1
39,24,66,33,exp,382,301.20000000000005,305.4,324,360.9,Every,zoo,looked responsible,"except those in the vlog,",so I had some deciding to do.,1,MAX,vlog,in the vlog,country,in Thailand,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,2278.3,looked,PST-MAX,PST,except those in the vlog,1521.2,1
39,24,67,17,exp,443.5,457.2,453.6,449.1,574.4,Every,guesthouse,looked old-fashioned,"except those on the website,",so I needed to do more research.,1,MAX,website,on the website,country,in France,I was on a website trying to find old-fashioned guesthouses to stay at in France and other countries.,1983.5,looked,PST-MAX,PST,except those on the website,2167.2,1
39,24,68,27,exp,407.8,344.9,328.5,345.8,450.7,Every,cabin,looked peaceful,"except those in Poland,",so I needed to do more research.,1,MEN,website,on the website,country,in Poland,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,6092.1,looked,PST-MEN,PST,except those in Poland,1424,1
39,24,69,113,fill,676.8,602.6,466.1,574.8,551.6,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,1,FILL,country,in Tenerife,city,in Spain,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",2587.1,NA,FILL,FILL,FILL,1339.3999999999999,1
39,24,70,94,fill,533.9000000000001,400.5,458.2,422.70000000000005,1109.2,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,country,in Frankfurt,city,in Germany,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",2203.5,NA,FILL,FILL,FILL,1624.3000000000002,1
39,24,71,83,fill,544.9000000000001,490.9,583.0999999999999,686.8,434.8,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,city,in Spain,country,in Malaga,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",4031.7,NA,FILL,FILL,FILL,1576.5,1
39,24,72,111,fill,431.5,499.3,425.9,519.9,617.8000000000001,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,1,FILL,country,in Phuket,city,in Thailand,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",2800.1,NA,FILL,FILL,FILL,1393.3999999999999,1
39,24,73,45,exp,494.59999999999997,394.4,328.5,394.9,473.3,Every,lighthouse,looked magnificent,"except those in the blog,",so I needed to do more research.,1,MAX,blog,in the blog,country,in Mexico,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,11627.2,looked,PST-MAX,PST,except those in the blog,1566.1000000000001,1
39,24,74,93,fill,430.8,412.9,491.9,536.2,865.9,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,1,FILL,country,in Milan,city,in Italy,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",2568.7000000000003,NA,FILL,FILL,FILL,1720.6999999999998,1
39,24,75,77,fill,445.7,478.1,423.5,1000.4,659.5999999999999,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,1,FILL,city,in India,country,in Mumbai,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2612.8999999999996,NA,FILL,FILL,FILL,1675.6,1
39,24,76,63,fill,420.9,355.6,437.5,483.9,623.3,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,1,FILL,city,in Italy,country,in Rome,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",9419.9,NA,FILL,FILL,FILL,1710.1,1
39,24,77,110,fill,710.0999999999999,361.70000000000005,650.5,463.5,604.1,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,country,in Cartagena,city,in Colombia,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",2221.1,NA,FILL,FILL,FILL,1706.7,1
39,24,78,34,exp,349.5,367.3,655.9000000000001,597.5,539.9000000000001,Every,excursion,except those in Bucharest,"seemed action-packed,",so I didn't know what to do.,0,MEN,app,on the app,city,in Bucharest,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,9978.300000000001,seemed,PRE-MEN,PRE,except those in Bucharest,2862.7,1
